t_hours,T_degC
0,19.4
1,18.9
2,18.9
3,18.9
4,19.4
5,18.9
6,18.9
7,19.4
8,22.8
9,25
10,26.7
11,26.1
12,27.2
13,26.1
14,26.1
15,25.6
16,25
17,23.9
18,23.3
19,22.8
20,22.8
21,23.3
22,22.2
23,20.6
24,20
25,19.4
26,18.9
27,18.9
28,18.3
29,19.4
30,18.9
31,20
32,20.6
33,24.4
34,26.1
35,27.2
36,27.2
37,28.9
38,28.9
39,25.6
40,25
41,23.9
42,23.3
43,22.2
44,22.2
45,22.2
46,20.6
47,20
48,20
49,20
50,20
51,20
52,20
53,20
54,20
55,20.6
56,23.3
57,25
58,26.1
59,26.1
60,26.1
61,26.7
62,26.7
63,26.7
64,25
65,23.9
66,23.3
67,22.8
68,22.8
69,22.2
70,21.7
71,20.6
72,20.6
73,20
74,20
75,20.6
76,20.6
77,19.4
78,19.4
79,20
80,21.7
81,23.3
82,24.4
83,25.6
84,25.6
85,25.6
86,25
87,23.9
88,22.2
89,20.6
90,18.9
91,18.3
92,18.3
93,18.9
94,18.9
95,18.9
96,18.9
97,17.8
98,17.8
99,17.2
100,16.7
101,16.7
102,16.7
103,16.7
104,17.2
105,19.4
106,20.6
107,22.8
108,22.8
109,23.9
110,22.8
111,22.2
112,22.2
113,21.7
114,22.2
115,22.2
116,22.2
117,21.7
118,21.7
119,21.7
120,21.7
121,21.7
122,21.7
123,22.2
124,22.2
125,22.8
126,22.8
127,23.3
128,23.9
129,25
130,25.6
131,25.6
132,25.6
133,26.7
134,26.1
135,26.1
136,25
137,24.4
138,24.4
139,24.4
140,24.4
141,24.4
142,23.9
143,24.4
144,23.9
145,23.9
146,21.7
147,22.2
148,22.2
149,22.8
150,22.8
151,22.8
152,23.9
153,25.6
154,26.7
155,27.8
156,28.3
157,27.8
158,27.8
159,20
160,20
161,20.6
162,21.1
163,21.1
164,21.1
165,21.7
166,20.6
167,21.1
168,20.6
169,18.9
170,17.8
171,17.2
172,17.2
173,16.1
174,15.6
175,15.6
176,16.7
177,17.2
178,17.8
179,18.9
180,19.4
181,20.6
182,21.1
183,21.1
184,20
185,17.8
186,17.2
187,16.7
188,15.6
189,15
190,13.9
191,13.9
192,13.9
193,13.3
194,13.3
195,13.3
196,12.8
197,11.7
198,12.2
199,13.3
200,15
201,16.7
202,18.3
203,20
204,21.1
205,21.1
206,21.1
207,21.7
208,20.6
209,18.9
210,17.8
211,16.7
212,15.6
213,15
214,14.4
215,14.4
216,13.9
217,13.3
218,13.3
219,13.3
220,13.3
221,12.8
222,12.8
223,14.4
224,16.7
225,18.3
226,20.6
227,22.2
228,22.8
229,22.2
230,22.2
231,22.8
232,21.7
233,21.1
234,20
235,20
236,18.9
237,17.8
238,16.7
239,16.1
240,15.6
241,15
242,15
243,14.4
244,14.4
245,14.4
246,14.4
247,15.6
248,18.9
249,21.7
250,23.9
251,23.9
252,22.8
253,23.9
254,22.8
255,22.8
256,22.2
257,22.2
258,21.7
259,20.6
260,20.6
261,21.1
262,20.6
263,17.8
264,17.2
265,16.1
266,16.1
267,17.2
268,16.7
269,16.1
270,16.7
271,19.4
272,22.8
273,23.9
274,24.4
275,26.1
276,25.6
277,25.6
278,25
279,24.4
280,23.9
281,23.9
282,23.9
283,23.3
284,22.8
285,22.2
286,22.2
287,22.2
288,22.2
289,21.7
290,22.2
291,22.2
292,21.7
293,22.2
294,21.7
295,22.8
296,24.4
297,25.6
298,26.1
299,26.7
300,25.6
301,25.6
302,25.6
303,25
304,24.4
305,23.9
306,24.4
307,24.4
308,24.4
309,24.4
310,23.9
311,23.9
312,23.9
313,23.9
314,23.9
315,23.9
316,23.9
317,23.9
318,22.2
319,20.6
320,23.9
321,24.4
322,23.3
323,24.4
324,25
325,18.3
326,18.9
327,18.9
328,18.3
329,18.3
330,20
331,20.6
332,20.6
333,19.4
334,20.6
335,21.7
336,21.7
337,21.1
338,21.1
339,19.4
340,19.4
341,18.9
342,18.9
343,18.3
344,20
345,21.7
346,23.3
347,25
348,25
349,25.6
350,25.6
351,25
352,23.3
353,18.3
354,18.3
355,17.8
356,18.3
357,17.8
358,18.3
359,17.8
360,18.3
361,17.8
362,17.2
363,16.7
364,16.1
365,15.6
366,15.6
367,16.1
368,18.3
369,18.9
370,20.6
371,20.6
372,21.7
373,21.7
374,21.7
375,21.7
376,21.1
377,20
378,18.9
379,18.3
380,17.8
381,17.2
382,16.1
383,15.6
384,15
385,14.4
386,13.9
387,13.9
388,13.3
389,12.8
390,13.3
391,12.8
392,13.9
393,16.1
394,17.8
395,19.4
396,20
397,21.7
398,22.2
399,22.2
400,21.7
401,19.4
402,18.9
403,17.8
404,17.8
405,16.7
406,16.1
407,15.6
408,15.6
409,15.6
410,15
411,15
412,15
413,15
414,15
415,15.6
416,17.8
417,20
418,21.1
419,22.2
420,23.3
421,23.3
422,23.3
423,23.3
424,22.8
425,22.2
426,22.8
427,21.7
428,21.7
429,22.2
430,21.7
431,21.1
432,21.1
433,20
434,18.9
435,18.9
436,18.9
437,18.3
438,18.3
439,20
440,21.1
441,22.8
442,22.8
443,23.3
444,24.4
445,25
446,25
447,25.6
448,24.4
449,23.3
450,22.8
451,21.7
452,21.1
453,21.1
454,20.6
455,20
456,20
457,20
458,18.3
459,17.8
460,17.2
461,16.1
462,15
463,14.4
464,15
465,16.1
466,17.2
467,17.8
468,18.3
469,18.9
470,19.4
471,18.9
472,18.9
473,17.8
474,17.2
475,17.2
476,16.7
477,16.1
478,15.6
479,15.6
480,15
481,14.4
482,13.9
483,13.9
484,12.8
485,13.9
486,13.9
487,14.4
488,16.1
489,18.3
490,18.9
491,18.9
492,20
493,18.9
494,19.4
495,19.4
496,18.9
497,17.8
498,17.2
499,18.3
500,17.8
501,17.2
502,16.7
503,15.6
504,15
505,13.9
506,13.3
507,13.3
508,12.8
509,12.8
510,12.8
511,13.3
512,14.4
513,15.6
514,15.6
515,16.7
516,17.8
517,19.4
518,20.6
519,20
520,20.6
521,19.4
522,17.2
523,16.7
524,16.1
525,15
526,15
527,15
528,14.4
529,12.8
530,12.8
531,12.2
532,12.2
533,13.3
534,13.3
535,15
536,18.9
537,22.8
538,23.9
539,24.4
540,26.1
541,26.1
542,25.6
543,26.7
544,26.7
545,24.4
546,23.3
547,22.2
548,22.2
549,21.1
550,20.6
551,19.4
552,17.2
553,15.6
554,14.4
555,13.3
556,12.8
557,12.2
558,11.7
559,12.2
560,11.7
561,12.8
562,13.3
563,14.4
564,15
565,15
566,16.7
567,16.7
568,16.7
569,15
570,13.9
571,12.8
572,12.2
573,11.7
574,11.1
575,10.6
576,10.6
577,10
578,10
579,10
580,9.4
581,9.4
582,9.4
583,10
584,11.1
585,13.9
586,16.1
587,16.7
588,17.8
589,18.9
590,17.8
591,17.8
592,17.8
593,16.7
594,15.6
595,14.4
596,13.9
597,12.8
598,12.2
599,12.2
600,12.2
601,12.2
602,11.7
603,11.1
604,11.1
605,10.6
606,10.6
607,11.1
608,13.3
609,16.1
610,17.8
611,18.9
612,20
613,21.1
614,21.1
615,20.6
616,20
617,18.9
618,17.8
619,17.2
620,16.7
621,16.1
622,16.1
623,15
624,14.4
625,14.4
626,14.4
627,14.4
628,13.9
629,12.2
630,12.2
631,13.3
632,16.1
633,18.3
634,21.7
635,22.8
636,22.2
637,22.2
638,22.8
639,22.2
640,21.1
641,21.1
642,21.1
643,20
644,19.4
645,19.4
646,19.4
647,18.9
648,18.9
649,17.8
650,18.3
651,17.8
652,17.8
653,16.1
654,17.8
655,18.3
656,21.7
657,23.9
658,25.6
659,24.4
660,24.4
661,25
662,24.4
663,24.4
664,23.9
665,23.3
666,22.2
667,21.7
668,21.1
669,21.1
670,21.1
671,20.6
672,20
673,19.4
674,19.4
675,19.4
676,19.4
677,19.4
678,18.9
679,19.4
680,22.8
681,25.6
682,26.1
683,27.2
684,27.2
685,27.2
686,26.1
687,26.1
688,25.6
689,24.4
690,23.9
691,23.9
692,23.3
693,23.3
694,22.8
695,22.8
696,22.2
697,22.2
698,21.7
699,21.7
700,21.1
701,20
702,21.1
703,21.1
704,21.7
705,21.7
706,21.7
707,21.7
708,21.7
709,16.7
710,16.1
711,15
712,14.4
713,15
714,15
715,15.6
716,15
717,15
718,15
719,15
720,14.4
721,13.9
722,13.3
723,13.3
724,12.8
725,12.2
726,12.2
727,12.2
728,13.9
729,13.9
730,15
731,16.7
732,17.2
733,17.2
734,17.2
735,17.2
736,16.7
737,16.1
738,14.4
739,13.9
740,13.9
741,14.8
742,15.6
743,16.5
744,17.4
745,18.3
746,19.1
747,20
748,20
749,20
750,20
751,20.6
752,22.2
753,23.3
754,23.9
755,25
756,25
757,24.4
758,23.9
759,23.9
760,23.3
761,22.8
762,22.2
763,22.2
764,22.2
765,22.2
766,22.8
767,22.8
768,22.8
769,22.8
770,22.8
771,22.8
772,22.8
773,22.8
774,22.8
775,23.3
776,23.9
777,25
778,26.1
779,27.2
780,27.8
781,28.3
782,26.7
783,22.8
784,20
785,18.3
786,16.7
787,16.1
788,16.1
789,16.1
790,15.6
791,14.4
792,13.9
793,13.3
794,12.8
795,12.2
796,11.7
797,11.1
798,10.6
799,10.6
800,11.7
801,12.2
802,13.3
803,14.4
804,15.6
805,16.7
806,15.6
807,16.7
808,15
809,14.4
810,13.3
811,11.7
812,11.1
813,10.6
814,10
815,9.4
816,8.9
817,8.3
818,7.8
819,7.2
820,6.1
821,5.6
822,5
823,6.7
824,10
825,12.8
826,15.6
827,17.8
828,18.9
829,19.4
830,20
831,19.4
832,18.9
833,17.8
834,16.1
835,15
836,14.4
837,13.3
838,12.2
839,11.1
840,11.1
841,11.1
842,10.6
843,11.1
844,11.1
845,11.1
846,11.1
847,12.2
848,15
849,17.2
850,19.4
851,20.6
852,21.1
853,21.7
854,21.1
855,21.1
856,20
857,19.4
858,18.9
859,18.9
860,18.9
861,18.9
862,18.9
863,18.3
864,17.8
865,17.8
866,17.8
867,17.2
868,17.8
869,18.3
870,18.3
871,19.4
872,21.1
873,22.2
874,22.8
875,22.2
876,22.2
877,22.2
878,22.2
879,22.2
880,22.8
881,22.2
882,21.7
883,21.1
884,21.1
885,20
886,20.6
887,20
888,20
889,20.6
890,20.6
891,20
892,19.4
893,18.3
894,17.2
895,18.9
896,22.8
897,23.9
898,25
899,25.6
900,26.1
901,26.7
902,26.1
903,26.1
904,25.6
905,23.9
906,22.8
907,22.2
908,21.7
909,21.1
910,21.1
911,20.6
912,20
913,20
914,20
915,19.4
916,19.4
917,19.4
918,20
919,21.1
920,22.8
921,25.6
922,26.1
923,27.2
924,27.8
925,27.8
926,27.2
927,27.2
928,25
929,20.6
930,20.6
931,20
932,20.6
933,20
934,20
935,19.4
936,19.4
937,18.9
938,18.9
939,18.9
940,18.3
941,17.8
942,18.9
943,18.3
944,18.3
945,19.4
946,22.2
947,23.9
948,26.1
949,26.1
950,26.1
951,26.1
952,24.4
953,23.9
954,22.8
955,22.8
956,22.8
957,22.2
958,22.2
959,22.2
960,22.2
961,22.2
962,22.8
963,22.2
964,22.2
965,22.2
966,22.2
967,22.8
968,23.3
969,24.4
970,24.4
971,25
972,25.6
973,26.1
974,26.7
975,26.1
976,25.6
977,25.6
978,23.9
979,23.9
980,23.9
981,23.9
982,23.9
983,23.9
984,23.9
985,23.3
986,23.3
987,23.3
988,23.9
989,23.9
990,23.9
991,24.4
992,25
993,26.1
994,27.2
995,27.8
996,28.3
997,29.4
998,28.3
999,27.8
1000,27.2
1001,26.1
1002,23.3
1003,23.9
1004,22.2
1005,21.7
1006,21.1
1007,20.6
1008,20
1009,19.4
1010,18.9
1011,18.3
1012,18.3
1013,17.8
1014,17.8
1015,18.3
1016,18.3
1017,18.9
1018,19.4
1019,20
1020,21.1
1021,20.6
1022,20.6
1023,20.6
1024,20.6
1025,20.6
1026,20
1027,20.6
1028,21.1
1029,20.6
1030,20.6
1031,20.6
1032,20.6
1033,20.6
1034,20.6
1035,20.6
1036,20
1037,20.6
1038,20.6
1039,21.7
1040,22.8
1041,23.3
1042,24.4
1043,25
1044,26.1
1045,24.4
1046,23.3
1047,22.2
1048,22.8
1049,22.2
1050,21.7
1051,21.7
1052,22.2
1053,22.2
1054,22.2
1055,22.2
1056,21.7
1057,21.7
1058,21.7
1059,21.7
1060,21.7
1061,21.7
1062,21.1
1063,22.2
1064,23.9
1065,23.9
1066,25
1067,24.4
1068,25.6
1069,26.1
1070,23.3
1071,24.4
1072,23.9
1073,23.3
1074,22.8
1075,22.8
1076,22.8
1077,22.8
1078,22.8
1079,22.2
1080,21.7
1081,22.2
1082,20.6
1083,20.6
1084,20.6
1085,20.6
1086,21.1
1087,22.2
1088,23.3
1089,24.4
1090,24.4
1091,25
1092,25
1093,25
1094,24.4
1095,25
1096,23.9
1097,23.9
1098,22.8
1099,22.8
1100,22.8
1101,22.8
1102,22.8
1103,22.2
1104,22.8
1105,22.8
1106,22.2
1107,22.8
1108,22.2
1109,22.2
1110,22.2
1111,22.8
1112,23.9
1113,25
1114,25.6
1115,25.6
1116,26.7
1117,26.1
1118,26.1
1119,25.6
1120,24.4
1121,23.9
1122,23.3
1123,23.3
1124,23.9
1125,23.3
1126,23.3
1127,22.8
1128,22.8
1129,22.8
1130,22.8
1131,22.8
1132,22.8
1133,22.8
1134,22.8
1135,23.3
1136,24.4
1137,25.6
1138,26.7
1139,26.7
1140,26.7
1141,26.7
1142,26.7
1143,26.7
1144,25
1145,24.4
1146,24.4
1147,23.9
1148,23.9
1149,23.9
1150,23.9
1151,23.9
1152,23.3
1153,23.9
1154,23.9
1155,23.9
1156,23.3
1157,23.3
1158,23.9
1159,23.3
1160,23.9
1161,24.4
1162,25
1163,24.4
1164,23.3
1165,23.3
1166,23.3
1167,23.3
1168,23.3
1169,23.3
1170,23.3
1171,23.3
1172,22.8
1173,23.3
1174,23.3
1175,23.3
1176,23.3
1177,23.3
1178,23.3
1179,22.8
1180,21.7
1181,21.7
1182,21.1
1183,21.1
1184,21.1
1185,21.7
1186,21.7
1187,24.4
1188,26.1
1189,27.2
1190,27.2
1191,27.2
1192,26.7
1193,25
1194,23.9
1195,23.3
1196,22.8
1197,21.1
1198,21.1
1199,20.6
1200,19.4
1201,19.4
1202,18.9
1203,17.8
1204,16.7
1205,16.1
1206,15.6
1207,15.6
1208,18.3
1209,20.6
1210,21.7
1211,23.9
1212,24.4
1213,26.1
1214,26.7
1215,26.7
1216,26.7
1217,25
1218,23.3
1219,21.7
1220,20
1221,19.4
1222,18.9
1223,18.3
1224,17.8
1225,17.2
1226,17.2
1227,17.2
1228,16.7
1229,15.6
1230,15.6
1231,15.6
1232,16.7
1233,19.4
1234,21.7
1235,23.3
1236,24.4
1237,25.6
1238,26.1
1239,26.1
1240,25.6
1241,24.4
1242,22.2
1243,20.6
1244,18.9
1245,18.3
1246,16.7
1247,16.1
1248,15.6
1249,15
1250,13.3
1251,12.8
1252,12.2
1253,11.7
1254,11.7
1255,12.8
1256,17.2
1257,21.1
1258,23.3
1259,25.6
1260,27.2
1261,27.2
1262,27.8
1263,27.8
1264,25.6
1265,23.9
1266,22.8
1267,21.7
1268,20.6
1269,19.4
1270,18.3
1271,18.3
1272,16.7
1273,16.1
1274,15
1275,15
1276,15.6
1277,15
1278,14.4
1279,16.1
1280,20.6
1281,22.8
1282,24.4
1283,26.1
1284,25.6
1285,26.1
1286,26.7
1287,25.6
1288,24.4
1289,23.3
1290,21.7
1291,19.4
1292,17.2
1293,16.1
1294,16.1
1295,15
1296,13.9
1297,11.7
1298,11.7
1299,12.8
1300,12.2
1301,12.8
1302,11.7
1303,12.8
1304,17.8
1305,20
1306,21.7
1307,22.2
1308,23.3
1309,24.4
1310,24.4
1311,25
1312,25
1313,23.3
1314,21.7
1315,20.6
1316,19.4
1317,16.1
1318,15.6
1319,15.6
1320,15.6
1321,13.9
1322,12.8
1323,12.2
1324,11.7
1325,10
1326,11.1
1327,12.8
1328,16.1
1329,18.9
1330,22.2
1331,23.9
1332,24.4
1333,25
1334,24.4
1335,24.4
1336,23.9
1337,22.8
1338,21.7
1339,21.7
1340,21.1
1341,20.6
1342,19.4
1343,16.7
1344,16.1
1345,15.6
1346,16.1
1347,15.6
1348,15
1349,15
1350,13.9
1351,15.6
1352,19.4
1353,22.2
1354,23.9
1355,23.9
1356,25
1357,25.6
1358,25.6
1359,25
1360,25
1361,24.4
1362,23.3
1363,21.7
1364,21.1
1365,20.6
1366,20.6
1367,17.2
1368,17.2
1369,16.7
1370,15.6
1371,15.6
1372,15.6
1373,15.6
1374,15
1375,16.7
1376,20
1377,22.2
1378,24.4
1379,25.6
1380,26.7
1381,26.1
1382,26.1
1383,26.1
1384,26.1
1385,23.9
1386,22.8
1387,22.2
1388,22.2
1389,21.7
1390,20.6
1391,18.9
1392,18.3
1393,17.2
1394,15.6
1395,16.7
1396,16.7
1397,16.7
1398,17.8
1399,19.4
1400,23.3
1401,24.4
1402,24.4
1403,25.6
1404,25.6
1405,25
1406,25.6
1407,25
1408,24.4
1409,23.3
1410,21.7
1411,21.1
1412,20.6
1413,19.6
1414,18.5
1415,17.5
1416,16.4
1417,15.4
1418,14.3
1419,13.3
1420,13.3
1421,12.8
1422,12.8
1423,14.4
1424,17.2
1425,19.4
1426,20
1427,22.8
1428,23.3
1429,23.3
1430,24.4
1431,25
1432,24.4
1433,23.3
1434,21.1
1435,20.6
1436,19.4
1437,17.8
1438,16.7
1439,17.8
1440,16.7
1441,15
1442,15
1443,15
1444,14.4
1445,15
1446,15
1447,16.1
1448,22.2
1449,23.9
1450,24.4
1451,24.4
1452,25
1453,25.6
1454,24.4
1455,23.3
1456,23.3
1457,22.2
1458,21.7
1459,21.1
1460,21.1
1461,20.6
1462,21.1
1463,20.6
1464,20.6
1465,20.6
1466,20.6
1467,20.6
1468,21.1
1469,21.1
1470,21.1
1471,22.2
1472,23.9
1473,24.4
1474,25
1475,26.1
1476,26.1
1477,25.6
1478,25.6
1479,25.6
1480,24.4
1481,24.4
1482,23.9
1483,23.3
1484,23.3
1485,23.3
1486,23.3
1487,23.3
1488,23.3
1489,23.3
1490,22.8
1491,22.8
1492,22.8
1493,22.8
1494,22.8
1495,23.9
1496,24.4
1497,25.6
1498,26.7
1499,27.2
1500,26.7
1501,27.8
1502,27.8
1503,27.8
1504,26.1
1505,25.6
1506,23.9
1507,23.9
1508,23.3
1509,23.3
1510,23.3
1511,23.3
1512,22.8
1513,22.8
1514,22.8
1515,23.3
1516,23.3
1517,22.8
1518,22.8
1519,23.9
1520,24.4
1521,25
1522,26.7
1523,28.3
1524,27.8
1525,28.3
1526,27.8
1527,27.2
1528,26.7
1529,25
1530,24.4
1531,23.9
1532,23.9
1533,23.3
1534,23.3
1535,22.8
1536,22.2
1537,22.8
1538,22.8
1539,22.2
1540,22.8
1541,22.8
1542,22.8
1543,23.3
1544,23.9
1545,24.4
1546,25
1547,24.4
1548,23.9
1549,25
1550,24.4
1551,25.6
1552,25
1553,23.3
1554,22.8
1555,22.8
1556,22.8
1557,22.2
1558,22.2
1559,21.7
1560,21.1
1561,21.1
1562,20.6
1563,20.6
1564,20.6
1565,20
1566,20
1567,20.6
1568,21.1
1569,22.2
1570,22.8
1571,22.8
1572,24.4
1573,24.4
1574,25
1575,24.4
1576,24.4
1577,23.9
1578,23.3
1579,23.3
1580,23.3
1581,22.8
1582,22.8
1583,22.2
1584,22.2
1585,22.2
1586,21.7
1587,21.7
1588,21.7
1589,21.7
1590,21.7
1591,22.8
1592,23.3
1593,24.4
1594,23.9
1595,24.4
1596,24.4
1597,25
1598,25
1599,25
1600,24.4
1601,23.3
1602,22.8
1603,22.8
1604,22.8
1605,22.2
1606,22.2
1607,22.2
1608,22.2
1609,22.2
1610,22.2
1611,22.8
1612,22.8
1613,22.8
1614,22.8
1615,22.8
1616,23.9
1617,25
1618,25
1619,25.6
1620,25.6
1621,26.7
1622,26.7
1623,27.2
1624,26.7
1625,25.6
1626,24.4
1627,23.9
1628,23.9
1629,23.3
1630,23.3
1631,23.3
1632,23.3
1633,23.9
1634,23.3
1635,23.3
1636,23.3
1637,23.3
1638,23.3
1639,23.9
1640,24.4
1641,23.9
1642,22.2
1643,20
1644,19.4
1645,21.1
1646,22.8
1647,23.9
1648,22.8
1649,21.1
1650,19.4
1651,19.4
1652,18.3
1653,17.8
1654,17.2
1655,16.7
1656,16.1
1657,15
1658,14.4
1659,13.9
1660,13.3
1661,13.3
1662,12.8
1663,13.9
1664,15
1665,16.1
1666,17.8
1667,20
1668,21.7
1669,22.2
1670,22.8
1671,22.8
1672,22.2
1673,21.7
1674,21.7
1675,21.7
1676,21.7
1677,21.7
1678,21.1
1679,21.1
1680,21.7
1681,21.1
1682,21.1
1683,21.1
1684,20.6
1685,18.9
1686,18.3
1687,21.1
1688,22.2
1689,22.8
1690,23.3
1691,23.9
1692,24.4
1693,25
1694,24.4
1695,24.4
1696,24.4
1697,22.8
1698,22.2
1699,22.2
1700,22.2
1701,21.7
1702,21.7
1703,21.7
1704,22.2
1705,21.7
1706,21.7
1707,21.7
1708,21.7
1709,22.2
1710,21.7
1711,23.3
1712,25
1713,23.3
1714,27.2
1715,27.8
1716,27.8
1717,27.8
1718,28.9
1719,29.4
1720,28.9
1721,28.3
1722,26.1
1723,25.6
1724,25
1725,25
1726,24.4
1727,23.9
1728,23.9
1729,23.9
1730,23.9
1731,23.9
1732,23.3
1733,23.3
1734,23.3
1735,24.4
1736,25
1737,26.7
1738,26.7
1739,22.8
1740,23.3
1741,24.4
1742,25
1743,26.1
1744,25.6
1745,24.4
1746,22.8
1747,21.1
1748,20.6
1749,17.8
1750,16.1
1751,14.4
1752,13.9
1753,12.8
1754,12.2
1755,12.2
1756,12.2
1757,11.7
1758,11.1
1759,11.7
1760,12.2
1761,12.8
1762,13.3
1763,14.4
1764,15.6
1765,16.7
1766,17.2
1767,17.8
1768,17.8
1769,17.2
1770,16.1
1771,15
1772,14.4
1773,13.3
1774,11.7
1775,10.6
1776,9.4
1777,8.3
1778,7.8
1779,7.8
1780,6.7
1781,6.7
1782,6.7
1783,8.3
1784,10.6
1785,12.8
1786,14.4
1787,15.6
1788,17.2
1789,18.3
1790,18.3
1791,19.4
1792,18.9
1793,18.3
1794,17.8
1795,16.7
1796,16.1
1797,15.6
1798,15.6
1799,15
1800,15
1801,14.4
1802,14.4
1803,14.4
1804,13.3
1805,13.3
1806,13.3
1807,14.4
1808,16.7
1809,19.4
1810,21.1
1811,21.1
1812,21.1
1813,21.7
1814,21.7
1815,21.1
1816,20.6
1817,20
1818,19.4
1819,19.4
1820,19.4
1821,18.9
1822,18.9
1823,18.9
1824,18.9
1825,18.9
1826,18.9
1827,18.9
1828,19.4
1829,19.4
1830,20
1831,21.1
1832,22.2
1833,22.8
1834,22.8
1835,23.3
1836,23.3
1837,23.9
